date,user_name,text
2020-05-08,smartest_home,Shed Door opened at 09:41 and security camera activated. #homeautomation #IoT #security #smarthome
2020-05-08,TasletCom,"Once #Kaiji has root access on the device, it will also collect all #SSHkeys of other devices that are managed by this root user and #infect them. Then manipulated to perform #DDoS (Distributed #attacks on the issuer’s targets #IoTSecurity #Malware"
2020-05-08,denzes," Here is another blog post, this time by Dave Weidner [Head of IoT Platform market development @Arm ] on #IoTSAFE. Find out how to leverage #iSIM and #eSim to establish end-to-end security from chip-to-cloud. https://www.arm.com/blogs/blueprint/isim-iot-safe #IoT #Security #Cloud #Chip #IIoT #NBIoT"
2020-05-08,AquiaSolutions,"Microsoft Offers $100,000 Bounty to Hack Its Azure Sphere Linux IoT OS: Microsoft recently announced its bug bounty program “The Azure Sphere Research Challenge,” which offers security… http://dlvr.it/RWF7ch #AzureSphere #AzureSphereResearchChallenge #Bugbountyprogram"
2020-05-08,newzgeek,Microsoft nears $165M deal for IoT security startup CyberX: reports - 
2020-05-08,franceconomie,#IoT #Israel #Microsoft pourrait acquérir la #startup israélienne #CyberX pour 165 millions de dollars Microsoft nears $165M deal for IoT security startup CyberX: reports https://www.crn.com.au/news/microsoft-nears-165m-deal-for-iot-security-startup-cyberx-reports-547848?utm_source=desktop&amp;utm_medium=twitter&amp;utm_campaign=share
2020-05-08,StevenHALL_ISG,"Blockchain in IoT: A Vital Transformation: #Blockchain allows enterprises to manage data on edge devices in an #IoT system, reducing costs &amp; increasing security. #IoTBlockchain is now in its initial stages and will have a massive impact in the coming years"
2020-05-08,EcsArrow,"Im Webinar am 14. Mai präsentieren wir mit Patrick Fetter, Security Engineer / @CheckPointSW viele neue Features von R80.40: •Granular #VPN Domains •Central Deployment Tool - CDT •#IoT Support http://arw.li/601117I5f"
2020-05-08,DailySwig,"Microsoft has launched a three-month-long, application-only security challenge offering special bounty awards for research into its #AzureSphere IoT security solution "
2020-05-08,SuriyaSubraman,Your Questions Answered: Manufacturing and IoT Device Security http://dlvr.it/RWF3nz #iot #data #internetofthings
2020-05-08,dario_p89,Microsoft Nears $165M Deal For IoT Security Startup CyberX: Reports - CRN: Technology news for channel partners and solution providers #iot 
2020-05-08,dario_p89,Detecting and Mitigating IoT Breaches Require An “Inside-out” Approach to Security - Infosecurity Magazine #iot 
2020-05-08,dario_p89,"New Kaiji Botnet Malware Targets IoT, But ‘New’ Doesn’t Mean ‘Undetectable’ - Security Boulevard #iot "
2020-05-08,dario_p89,Presidential Executive Order Impacts U.S. Power System OT-IoT Security - Security Boulevard #iot 
2020-05-08,cyberbuzznews,Microsoft Shells Out $100K for IoT Security 
2020-05-08,TheIoT,"Mesh Security System (Argon Hub, OLED and MP3 Shields) — Part 2 https://alltheinternetofthings.com/entries/652318 #IoT"
2020-05-08,TheIoT,Mesh Security System using the Particle Argon and Xenon — Part 1 https://alltheinternetofthings.com/entries/652317 #IoT
2020-05-08,RayWitselHA,There are currently 27 clients on my network.#Security #networking #IOT #SmartHome
2020-05-08,SIN_Updates,@SemtechCorp announced that YoSmart has integrated Semtech’s LoRa devices into its new “YoLink” line of IoT products for use in the home. #smarthome #InternetOfThings #technologytrends #security 
2020-05-08,DKlobucher,"Is 5G Ready For #IoT? ""Whether #5G is right [for you] depends on specific requirements of your use case, including location, bandwidth &amp; security ... Your needs may be better served by using current cellular #tech"" via .@JohnCandish .@SAPInterconnect https://bit.ly/2SNTwGH"
2020-05-08,ExpComputer,.@zoom_us acquires security #startup @KeybaseIO towards end-to-end encryption goal https://j.mp/3ft99gt | #technology #technews #artificialintelligence #AI #ML #RPA #IoT 
2020-05-08,aivokstech,"#artificialintelligence #ai #machinelearning #Microsoft #linux #OS #IoT Microsoft is offering hackers up to $100,000 if they can break the security of the company’s custom Linux OS. The software giant built a compact and custom version of Linux last year for its Azure Sphere OS"
2020-05-08,SylviaBautovic,"According to the Microsoft Digital Crime Unit, a single botnet was responsible for as much as one terabyte of malicious content being released every week. Discover how they tracked it down. #IoTinActionMS #IoT #Security "
2020-05-08,Imakestudio1,Learn how to build your own IoT based RFID System using esp8266 #IoT #internetofthing #iotworld #esp32 #esp8266wifi #esp8266project #nodemcu #arduinouno #iotsecurity #code #pythonprogramming #prototype #makersace #maker #opensourcehardware #opensource #makerfaire #rfid #rfidchip
2020-05-08,xavier_vonz,"Microsoft is offering hackers up to $100k if they can break the security of the company’s custom Linux OS. The software giant built a custom version of Linux for its Azure Sphere OS, is designed to run on chips 4 its Internet of Things (IoT) platform. #ITtrends #IoT #Hackingtime"
2020-05-08,Arm,"GSMA has introduced a new standard to the IoT world called IoT SAFE, but what does it mean? IoT SAFE makes so much sense for #IoT security for more reasons than one. Check out our discussion on it: http://bit.ly/2yGfe8P"
2020-05-08,VSPLC,"Mobile tools such as smartphones and tablets, #IoT devices that include security cameras and audiovisual systems, and a wide range of medical devices — CT scanners, defibrillators, ultrasound machines, and countless others are critical to patient care. #HealthcareIT"
2020-05-08,gvmuthu,"Microsoft Challenges Security Researchers to Hack Azure Sphere. Participants can earn up to $100,000 for finding severe flaws in Microsoft's Linux-based Azure Sphere IoT operating system. #azure #microsoftcloud #challenge #securityawareness #azuresphere #linux #iot"
2020-05-08,mohan06S,"The history of world exhibitions is a history of innovation. At Expo 2020 Dubai, more than 130 buildings with over 200’000 data points will be communicating via #IoT helping to optimize safety, security, efficiency &amp; comfort on the exhibition grounds! "
2020-05-08,THEELECTRONIC__,"#Microsoft Offers $100,000 If You Can Hack This Linux Operating System Microsoft chose Linux instead of Windows 10 to power an IoT security platform, and now it’s offering hackers $100,000 (£81,000) if they can break it. There are, of course, conditions attached. "
2020-05-08,RustySowers,"Wow, I never realized that the Robot SDK for Spot is on GitHub (#SpotSDK). Mic drop community steward from Boston Dynamics! https://github.com/boston-dynamics/spot-sdk/blob/master/docs/concepts/about_spot.html #SpotSDK #Robotics #MachineLearning #Future #Cybersecurity #Cyber #Security #Code #DevOps #DevSecOps #Programming #Devs #IoT "
2020-05-08,AltizonInc,"While M2M system uses point-to-point communication, an #IoT system situates its devices within a global #cloud network. IoT allows for smooth scalability but if your device network needs to be isolated for security &amp; rapid scalability isn't a priority, M2M may be the answer. "
2020-05-08,embedthat,IoT Security Checklist V2. https://www.embedthis.com/blog/posts/stories/iot-developer-security-checklist.html #iot #embedded #cybersecurity #264
2020-05-08,BearStoneHA,I blocked 106200 ads. That is 51.81% of my internet traffic. #PiHole #Security Status:(Offline) #IOT #SmartHome
2020-05-08,digital_trans4m,Your Questions Answered: Manufacturing and IoT Device Security - Security Boulevard #IoT #Security CC:@Ronald_vanLoon
2020-05-08,Rachel__Robbins,How serious would a breach of security be? http://cybermingle.net #AI #IoT 
2020-05-08,damodarsahu,"My Webinar on 'Enhancing Cyber resilience through OT and IoT Security during COVID-19"" at @SRMUNIVERSITY2 @SRMUNIVERSITY2 @srmuniv_rmp @SRMUnivSikkim #webinar #cybersecurity #IoT #itsecurity"
2020-05-08,UnbornXHA,"Today was a good day! Why, you ask? Because I blocked 14332 ads via Pi-Hole! #PiHole #Security Status:(Offline) #IOT #SmartHome"
2020-05-08,reynaldodp,"How often are factories under attack, and what kind of attacks do they suffer from? Find out in @TrendMicro's upcoming #webinar, Real Threats and Security Strategies for Smart Factories. Register now: https://bit.ly/2KVLuah #IoT #IIoT"
2020-05-08,Nikoways,"Rethinking IoT Security With #Blockchain: A Challenging Path Forward. #smartcontracts #nikowayscontractmanagement #digitalsignature #nikoways: http://nikoways.com/blockchain,"
2020-05-08,imA_Vashisht,"With Cloud Security, ML, AI and IoT springing up on the list; have a look at 15-in demand tech skills to focus on. #Technology #Frontendengineering #Cloud #Cybersecurity"
2020-05-08,digital_trans4m,Renesas Extends Bluetooth 5.0 Connectivity to RA Family of 32-Bit MCUs with Arm Cortex-M Core - Business Wire #IoT #Security CC:@Ronald_vanLoon
2020-05-08,SofTeCode,How eSIM providing security IoT 
2020-05-08,7GTech,Via rvp Ravi VS Prasad RT iot_edge https://twitter.com/iot_edge/status/1258594228105474048 Presidential Executive Order Impacts US Power System OT-IoT Security http://dlvr.it/RWDTct Presidential Executive Order Impacts US Power System OT-IoT Security http://dlvr.it/RWDTct — The Edge of IoT (iot_edge) …
2020-05-08,iot_edge,Presidential Executive Order Impacts US Power System OT-IoT Security http://dlvr.it/RWDTct
2020-05-08,BldgClouds,"“#IoT sensors and devices monitor HVAC and lighting, motion, humidity, electrical controls, access control and video security. The data from those sensors then feeds a variety of controllers that can help IT and operations staff automate ... ” https://buff.ly/3c6YpBP"
2020-05-08,MTechSG,"Join @CyberX_Labs online panel discussion on 12 May with CISOs from Ports of Auckland and Vector, and other IoT/OT security experts to discuss how to ensure cyber resilience and production uptime in the face of limited staff availability. Register here: "
2020-05-08,JAdP,Alphabet’s Sidewalk Labs shuts down Toronto smart city project | The Verge [Reuters] #SmartCity #SmartRegion #IoT #Privacy #Transparency #Security #Convenience #Economics
2020-05-08,JAdP,Alphabet's Sidewalk Labs cancels Toronto smart city project over 'unprecedented economic uncertainty' | VentureBeat [Reuters] #SmartCity #SmartRegion #IoT #Privacy #Transparency #Security #Convenience #Economics
2020-05-08,JAdP,Alphabet's Sidewalk Labs cancels Toronto 'smart city' project | Reuters #SmartCity #SmartRegion #IoT #Privacy #Transparency #Security #Convenience #Economics
2020-05-08,MarketerNCust,HT: @fisher85m CC @MikeQuindazzi @antgrasso A layered defense #CyberSecurity #security #appsec #infosec #cyberattacks #malware #hacking #tech #cybercrime #IoT @Fisher85M #pentest
2020-05-08,DMJNcom,"From Digital Media Jobs Network Latest IoT Jobs - CA/TX Glocomms - Regional Sales Director | IoT &amp; Network Security Los Angeles, CA https://bit.ly/2A6s7JP Glocomms - Solutions Architect | Embedded Security - IoT Houston,TX https://bit.ly/35KFsDk #Iot #lajobs #Houston"
2020-05-08,vishalpanchal85,"Hyperautomation, blockchain, AI security, distributed cloud, and autonomous things drive disruption and create opportunities in this year’s strategic technology trends. Link &gt;&gt; http://gtnr.it/2KVuKQv @Gartner_inc via @antgrasso #blockchain #AI #IoT #DigitalTransformation"
2020-05-08,digital_trans4m,IoT Node and Gateway Market Worth $563.7 Billion by 2026 - Exclusive Report by MarketsandMarkets™ - PR Newswire UK #IoT #Security CC:@Ronald_vanLoon
2020-05-08,mazlan_abbas,Webinar – What IoT Can Do for National Food Security Efforts 
2020-05-08,sigmaridge,How to Help Your Data Science Team with AI and ML? https://oal.lu/dvqWr For more info: https://oal.lu/zC4P1 #data #security #bigdata #Digitaltransformation #finance #cloud #cybersecurity #CEO #cmo #digital #marketing #microsoft #IOT #internetofthings #dell #cto #business
2020-05-08,rneelmani,#Vulnerabilities reminiscent of #Stuxnet found in 2 ⁦@SchneiderNA⁩ products could allow attacker to gain operation control of device by intercepting then retransmitting commands. #IOT #InternetOfThings ⁦@dynamicCISO⁩ #girlswhocode #iotsecurity 
2020-05-08,Abacode_Cyber,Microsoft Shells Out $100K for IoT Security Check out Microsofts newest cybersecurity 100k bounty challenge. #Abacode #cybersecurity #infosec #malware #cybercrime #cyberattack #dataprotection
2020-05-08,KirkDBorne,"#ComputerVision everywhere — in #Healthcare, #Manufacturing, #AutonomousVehicles, #Ecommerce, Security, Warehousing, Law Enforcement, &amp; more: https://dy.si/1jQBc ——— #BigData #DataScience #AI #MachineLearning #DeepLearning #IoT #IIoT #IoTPL"
2020-05-08,ConnectedWMag,Do you have proper VPNs set up? Barbara Rembiesa .@IAITAM and I talk about #security. https://peggysmedleyshow.com/securing-our-assets #IoT #sustainability #AI #5G #cloud #edge #digitaltransformation #PeggySmedley #cybersecurity #podcast
2020-05-07,Enno_Insinuator,"""Balanced Security for IPv6 CPE Revisited"", presented @ripemeeting IoT Roundtable in Sep 2017 &amp; inspired by @evyncke https://www.ernw.de/download/RIPE_IoT_Roundtable_Sep2017_EnnoRey_BalancedIPv6Sec.pdf [PDF]"
2020-05-07,Robotcybercrim1,Your Questions Answered: Manufacturing and IoT Device Security - Security Boulevard https://ift.tt/2SKNIxw #IoT #internetofthings #cybersecurity
2020-05-07,digital_trans4m,"New Kaiji Botnet Malware Targets IoT, But ‘New’ Doesn’t Mean ‘Undetectable’ - Security Boulevard #DigitalTransformation #IoT CC:@TamaraMcCleary"
2020-05-07,smartest_home,The Back Door is Closed. Last opened 07/05/2020 14:33:54. Last closed 07/05/2020 14:33:58. #smarthome #homeautomation #IoT #security 
2020-05-07,Totocellux,"#CyberAttacks: The #CerealsBotnet Story, Creating During Breakfast - https://bit.ly/2yFFCj9-Ttx @ForcepointSec 𝞝 #IoTdevices #IoTsecurity #Malware #SoftwareFlaws #IoT #CyberSecurity #InfoSec #SecurityFlaws #RemoteCodeExecution #InfoSec #RSSfeeds #NetworkSecurity #CyberCrime"
2020-05-07,boardtownblast,"For 8 years, a #hacker operated a massive #IoT #botnet just to download Anime videos https://www.zdnet.com/article/for-8-years-a-hacker-operated-a-massive-iot-botnet-just-to-download-anime-videos/#ftag=RSSbaffb68 #Security #INFOSEC #COMSEC #NETSEC #DATASEC #Communications #Cybersecurity"
2020-05-07,SuriyaSubraman,Your Questions Answered: Manufacturing and IoT Device Security http://dlvr.it/RWD27W #iot #data #internetofthings
2020-05-07,digital_trans4m,Climax launches BR1-WTRSB Pendant to quickly report emergencies | Security News - http://SourceSecurity.com #IoT #Security CC:@Ronald_vanLoon
2020-05-07,_augustinaaa,"Cisco Networking Academy have really interesting online courses for anyone wanting to learn more about security, networking and IoT: https://www.netacad.com/courses/all-courses #blacktechtwitter"
2020-05-07,igent_io,How to Protect Your Smart Home From Hackers #iot #iiot #smarthome #security #cybersecurity https://www.pcmag.com/how-to/how-to-protect-your-smart-home-from-hackers
2020-05-07,smartest_home,Shed Door closed at 23:25 and security camera activated. It was open for 1d6h57m58s. #homeautomation #IoT #security #smarthome https://smartisant.com/research/sensors/door.php
2020-05-07,iotdevzone,New Research Indicates Security Drives Private Networks in Enterprise IoT Deployment - https://www.iotevolutionworld.com/iot/articles/445337-new-research-indicates-security-drives-private-networks-enterprise.htm #IoT #IIoT #internetofthings
2020-05-07,velez1066,"How often are factories under attack, and what kind of attacks do they suffer? Find out in @TrendMicro's upcoming #webinar, Real Threats and Security Strategies for Smart Factories. Register now: https://bit.ly/2KVLuah #IoT #IIoT"
2020-05-07,object404,Today in #Cyberpunk news... https://www.zdnet.com/article/for-8-years-a-hacker-operated-a-massive-iot-botnet-just-to-download-anime-videos/ #security #iot #anime #botnet #dlink
2020-05-07,MR_ANONWOLF,"http://Stationx.net Using Internet Cafés for security, privacy and anonymity safety Off-site #Internet Connections /#CyberSecurity #anonymous Br #Cybergate #ethicalhacking #Ransomware #DataScience #CEH #Cybergate #ethicalhacking #dataprotection #BigData #Cyberhunter #ıoT "
2020-05-07,Falbo_F,Join this informative webinar to learn about simplifying your infrastructure for expanded uses of video in safety and security #DellTech #IoT #Unstructured https://bit.ly/35EKJfm #Iwork4Dell
2020-05-07,SmartHome_insta,Never be worried about your elderly and loved ones while you're away. Complete home monitoring for peace of mind Visit our website for more information http://sma.mercenary-audio.com #smarthome #homeautomation #technology #security #smarthometechnology #iot #losAngeles #Orangecounty
2020-05-07,pelcovideo,We've all heard about the convergence of physical #security and #IT but what about the convergence of #IoT and data #analytics? @InformationAge takes a closer look. https://buff.ly/3fj0HQW
2020-05-07,RayWitselHA,"Today was a good day! Why, you ask? Because I blocked 23575 ads via Pi-Hole! #PiHole #Security Status:(Offline) #IOT #SmartHome"
2020-05-07,software4iot,CHAMELEONMINI REVG http://bit.ly/2s1Xi1l #IoTSecurity #IoT #TechNews 0
2020-05-07,threat_news,"Unencrypted user data. Hacker buys old Tesla parts on eBay, finds them full of user data | Ars Technica https://buff.ly/2YBYpGv #infosec #cybersecurity #informationsecurity #computersecurity #tesla #mlsec #iotsecurity "
2020-05-07,IAM__Network,Regulators urge banks to monitor security of cloud service providers READ MORE: https://blog.iammarketingmedia.com/regulators-urge-banks-to-monitor-security-of-cloud-service-providers/?utm_campaign=twitter&amp;utm_medium=twitter&amp;utm_source=twitter #AWS #Cloud #CloudComputing #Computers #Computing #DataScience #Future #Intranet #IoT #Microsoft*
2020-05-07,Amanda_Healy,Organizations are lacking visibility into the operational technology (OT) environment. @CiscoIoT brings you the 4-step journey to securing the industrial network in our new blog: http://cs.co/6012170Ha #IoT #IoTsecurity #IIoT
2020-05-07,prolucid,Not using Two-Factor Authentication yet? @ZDNet outlines how. #2FA #Authentication #CyberSecurity #DataSecurity #DataProtection #CloudSecurity #IoTSecurity 
2020-05-07,dvautier,"GlobalSign Webinar - Secure Device Identity for Healthcare. Catch it on May 12th, 1 PM. Register on @BrightTALK. https://www.brighttalk.com/webcast/18068/408138 #IoT #MedTech #HIT #HealthcareIT #IoTSecurity"
2020-05-07,Shirley78547054,"@NIST @MIT @NISTcyber @CISAgov @CyberGovAU @cyber @ietf @ICANN @ICC @ITU @FCC @Ofcom @ETSI_STANDARDS @GSMA @3GPPLive @5GPPP All IoT protocols/communication methods need standardized, audit &amp; test security &amp; implementation ensuring mandatory encryption, integrity &amp; authentication."
2020-05-07,embedthat,IoT Tip #6: Hire staff that are specifically trained and experienced in Internet and web security -- and not just any old motley crew. IoT Security Checklist: https://www.embedthis.com/blog/posts/stories/iot-developer-security-checklist.html Embedthis Software: https://www.embedthis.com/ #iot #embedded #cybersecurity #182
2020-05-07,pluribusnet,[Webinar] Join us on 5/20 as we explore new approaches to building networks for IoT video security using software defined networking #SDN automation and #OpenNetworking. https://bit.ly/2VN4Jcv
2020-05-07,WesternDigiEdge,"Dependable and built for endurance, the WD Purple SC QD101 microSD™ card is designed for 24/7 smart video recording. Learn more here, http://spr.ly/60111746P #video #smartvideo #security #IoT #Edge #MEC #ComputerVision #Automation #infrastructure"
2020-05-07,IEEEFutureNtwks,"Experts speak to the 3 R's of #5G in this virtual panel @IEEEtv . David Witkowski @w6dtw is an author/advisor/strategist on #wireless and #telecommunications ; Eman Hammad is #Industrial &amp; #IoT #Security Specialist, #Cybersecurity &amp; Privacy, @PwC Canada. https://bit.ly/2UQVMP5"
2020-05-07,CYbRNIGHt,Google when login new laptop #Security! #Memes #math #science #engineering #cybersecurity #artificialintelligence #technology #machinelearning #PHP #C #Python #Java #Javascript #100DaysOfCode #Analytics #DataScience #IoT #PyTorch #TensorFlow #Linux #Coding #AI
2020-05-07,IoTInformer,COVID-19: How analysis of IoT devices highlights our changing behaviour - Security Brief 
2020-05-07,CrisisTeamUK,#Security via @threatpost: Microsoft Shells Out $100K for IoT Security https://qoo.ly/35v943 #cybersecurity @drjdrooghaag @digitalcloudgal @topcybernews @fabriziobustama @robmay70
2020-05-07,_abadu8,"5G-SEC 5G isn’t only speed - it’s “Smart city” and “IOT” and “Business” 5G means new challenges - to cyber security, and privacy protection #سايبر_نايت"
2020-05-07,LogZilla,Dependency on digital connectivity is real – do you know what remains vital to grow our connected world? https://bit.ly/34POK0f #Data #Cyber #SupplyChain #AI #DataPrivacy #Breach #Security #WiFi #5G #IoT #IIoT #WiFi6 #BigData
2020-05-07,iotdevzone,How TPM 2.0 Enables Foundational Security in Rugged Edge Computers - https://www.embedded-computing.com/embedded-insiders/how-tpm-2-0-enables-foundational-security-in-rugged-edge-computers #edgecomputing #cybersecurity #IIoT #IoT #internetofthings
2020-05-07,rambusinc,"Some experts say that #biometrics could improve #IoT security. Do you think using features like fingerprints, voice and iris recognition could bolster the security of IoT devices?"
2020-05-07,CarrieErdelyan,Improving the security of your home can be done with a #homeautomation system. #IoT http://cpix.me/a/96909819
2020-05-07,LehtmanMaria,"Pluribus, Dell Tackle IoT Video Security With SDN - SDxCentral Pluribus and Dell’s latest SDN product targets #IoT #video #networks using open white box switching and distributed #multicast #technology."
2020-05-07,AdvNetDevices,More hospitals are using video monitoring for digital care solutions during the #COVID19 crisis to enhance patient safety and #security. https://zcu.io/vuHz via @securitymag #IoT 
2020-05-07,PJamesWillison,"TOP 10 tips for securing your Building Management + physical/IoT systems from possible cyber attacks. A place to start for FMs, Security &amp; Owners, great to help on this @IoT_SF @IWFM_UK - https://www.fmj.co.uk/iotsf-and-iwfm-offer-cyber-security-advice-for-building-owners-and-fms/ @ifsecglobal @SyComUK @SyInstitute @ASIS_Intl Do the top 10!"
2020-05-07,DeepBlueComm,"When it comes to the IoT, Wi-Fi has the best security. #WiFiSecurity #GuestWIFi"
2020-05-07,SuriyaSubraman,Impact of the Presidential Executive Order on US Power System OT and IoT Security http://dlvr.it/RWCbXn #iot #data #internetofthings
2020-05-07,AlternativeTo,"Microsoft chose Linux instead of Windows 10 to power an IoT security platform, and now it's offering hackers $100,000 if they can break it. https://bit.ly/2WthNCQ"
2020-05-07,uriotnews,API Security Weekly: Issue #82 #iot #business #data #cloud #artificialintelligence
2020-05-07,OTI,"We've updated our ongoing project to create a public methodology for the #DigitalStandard #IoTsecurity framework with 10 new tests, including interoperability, resale, governance, and encryption. "
2020-05-07,siliconlabs,"Learn how our Secure Vault technology makes it easier for #IoT product manufacturers to protect their brand, product designs, and consumer data. Join our webinar on May 13: https://bit.ly/2YK3cGa #IoTsecurity "
2020-05-07,DaveHatter,"#Tech Friday, sponsored by @intrustIT, returns to @55krc tomorrow morning at 6:30 AM. Host @brianthomas1 and I discuss timely #technology news and issues, join us at 550 AM or https://55krc.iheart.com/featured/brian-thomas-wkrc/. #cybersecurity #cybercrime #privacy #security #IoT #AI #surveillancecapitalism"
2020-05-07,it_university,ITU's Microsoft Technolgy Bundle includes the Microsoft MTA 98-367 - #Security Fundamentals course + more. https://ituonline.com/microsoft-server-training-bundle/?cid=tw #IoT #Microsoft #CyberX #infosec #cybersec Microsoft Nears $165M Deal For IoT Security Startup CyberX: Reports 
2020-05-07,MSDeviceIoT,"The cybersecurity threat landscape is constantly changing so a solution’s protection must also evolve. As you look to manage those risks, learn how #AzureSphere helps provide a robust defense and a holistic approach to #IoT security. https://aka.ms/AA8aqmq #IoTinActionMS"
2020-05-07,KatiLehmuskoski,The amount of data is increasing: -IoT -Artificial intelligence -Analytics .. This is likely to lead to more areas where security needs to be covered. Hope there was some way to remove my credit card information from all commercial portals easily to better protect for this.
2020-05-07,SMontigaud,Basic Measures To Improve IOT Security 
2020-05-07,Hackingdom_io,"For 8 years, a hacker operated a massive IoT botnet just to download Anime videos #Cybersecurity #security via http://twinybots.ch"
2020-05-07,JerryBowse,#WFH and #IoT devices make #endpoint security more important than ever. Is your #cybersecurity strategy up to the task? Find out in our latest blog post! https://bit.ly/2Wwpw3o
2020-05-07,redteamtraining,Microsoft Shells Out $100K for IoT Security | Threatpost 
2020-05-07,pablochacin,Microsoft to offer $170M Deal to Buy industrial IoT security startup CyberX. Earlier this year Insight Partners bought IoT security startup Armis for $1.1 billion. The market is heating up 
2020-05-07,iotforall,"As IoT drives the next industrial revolution, say goodbye to downtime. But don't forget about #Security, which we must reinforce for this pivot to succeed. || #IoTForAll #IoT #IIoT #IoE #Manufacturing #Industry40 @DElizalde @EvanKirstel @Antgrasso"
2020-05-07,digital_trans4m,"New Kaiji Botnet Malware Targets IoT, But ‘New’ Doesn’t Mean ‘Undetectable’ - Security Boulevard #IoT #Security CC:@Ronald_vanLoon"
2020-05-07,pebblebayembedd,'How to Fully Secure the #IoT in a 5G World' #iotsecurity 
2020-05-07,SmartHome_insta,Give your home that modern look. hour home lighting designers will help you turn your home into a masterpiece. Visit our website for more information http://sma.mercenary-audio.com #smarthome #homeautomation #technology #security #smarthometechnology #iot #losAngeles #Orangecounty
2020-05-07,igent_io,How to Protect Your Smart Home From Hackers #iot #iiot #smarthome #security #cybersecurity https://www.pcmag.com/how-to/how-to-protect-your-smart-home-from-hackers
2020-05-07,IIoT_World,What are the security considerations for new platform architecture? Join “Accelerating Innovation and New Product Introductions with Platform Standardization” virtual conference to learn more. Sponsored by @QNX_News and @council_IoT. https://iiot-world.com/accelerating-innovation-and-new-product-introductions-with-platform-standardization/ #QNX_security 
2020-05-07,hanspal,Microsoft Nears $165M Deal For IoT Security Startup CyberX: Reports https://www.crn.com/news/security/microsoft-nears-165m-deal-for-iot-security-startup-cyberx-reports #iot
2020-05-07,MouserElec,"Mikroe 5G NB IoT Click combines single mode NB-IoT connectivity with exceptional power efficiency, extended coverage range, and advanced security features to provide high reliability for data-only solutions. Now at Mouser: https://mou.sr/mikroe-5g-nb-iot-click-TW @mikroel #5G"
2020-05-07,karan290590,"Next-Generation #911 to Cover Nearly 85% of the #US Population by 2025, says @Frost_Sullivan. Market participants can capitalize on the market by introducing platforms that integrate #IoT &amp; third-party #security systems (#telematics, gunshot detection):"
2020-05-07,Keyfactor,Keyfactor and @WolfSSL experts answered the top asked IoT security questions. Watch now to see what they had to say: https://hubs.ly/H0qgvHN0 #IoTDeviceSecurity #cryptography #IoTsecurity
2020-05-07,Veridify,"PSA Certified is an industry-led initiative whose mission is to demystify #IoT #security, making time-to-security quicker and more seamless - and Veridify's #DOME is now #PSACertified with Level 1 accreditation! Learn more here: https://hubs.ly/H0q9Qsg0"
2020-05-07,corewarrior,"Microsoft chose Linux instead of Windows 10 to power an #IoT #Security #Platform, and now they're offering hackers $100,000 (£81,000) if they can break it. #hack"
2020-05-07,SCmagazineUK,New details emerge after security researchers discovered another strain of malware specifically built to infect smart IoT devices and Linux-based servers. 
2020-05-07,cnuSAVE,"IoT devices, such as smart refrigerators, thermostats, speakers, security cameras, and more, can be used by abusive partners to exert power and control from outside the home. "
2020-05-07,MircoVanini,Azure Sphere Security Research Challenge Now Open - Microsoft Security Response Center https://msrc-blog.microsoft.com/2020/05/05/azure-sphere-security-research-challenge/ #azuresphere #IoT
2020-05-07,prolucid,"""Credential stuffing"" is a dangerous brute force attack to which smart home owners are particularly exposed. Details from @iotforall #CyberSecurity #SmartHome #DataSecurity #DataProtection #Hackers #Malware #Ransomare #IoTSecurity #CloudSecurity"
2020-05-07,IoTofToday,COVID-19: How analysis of IoT devices highlights our changing behaviour | Security Brief 
2020-05-07,beriberikix,"Think Container security is hard? Imagine a computer that could have with less compute/RAM than the first iPod shuffle, circa 2005. That's one of the many reasons why IoT security is so hard. "
2020-05-07,digital_trans4m,Redtea Mobile Supports the Implementation of Integrated nuSIM for IoT - PRNewswire #IoT #Security CC:@Ronald_vanLoon https://www.prnewswire.com/news-releases/redtea-mobile-supports-the-implementation-of-integrated-nusim-for-iot-301054718.html
2020-05-07,TomFitz_IoT,#IoT Security Tip #6: Only use secure IoT devices in your network Many IoT gateways only secure the gateway itself but leave connected devices at risk if infected Always make sure your IoT nodes/sensors/devices have onboard security as well DM me if you want to talk more 
2020-05-07,CiscoIoT,Organizations are lacking visibility into the operational technology (OT) environment. We are bringing you the four-step journey to securing the industrial network in our new blog: http://cs.co/6012170Ha #IoT #IoTsecurity #IIoT
2020-05-07,einfochipsltd,How to Enable IoT Security from Edge to Cloud? https://hubs.ly/H0qc0-y0 #IoTSecurity #CloudSolutions #ConnectedDevices
2020-05-07,iotforall,"""Credential stuffing"" is a dangerous brute force attack to which #SmartHome owners are particularly exposed. We need better #Cybersecurity practices. || #IoTForAll #IoT #Security #CyberSec #Hack #InfoSec @CyberDomain"
2020-05-07,SuriyaSubraman,Microsoft Shells Out $100K for IoT Security http://dlvr.it/RWC4WR #iot #data #internetofthings
2020-05-07,SuriyaSubraman,Presidential Executive Order Impacts US Power System OT-IoT Security http://dlvr.it/RWC4WJ #iot #data #internetofthings
2020-05-07,Onalytica,"#Interview with top #Cloud, #Cybersecurity, #EdgeComputing and #IoT influencer Jo Peterson @digitalcloudgal - VP Cloud &amp; Security Services at @Clarify360 Read on to learn how Jo got to where she is now, her passions, who influences her and more! https://bit.ly/3bF3zos"
